parameters_id,expectation_value/+/X,expectation_value/-/X,expectation_value/r/X,expectation_value/l/X,expectation_value/0/X,expectation_value/1/X,expectation_value/+/Y,expectation_value/-/Y,expectation_value/r/Y,expectation_value/l/Y,expectation_value/0/Y,expectation_value/1/Y,expectation_value/+/Z,expectation_value/-/Z,expectation_value/r/Z,expectation_value/l/Z,expectation_value/0/Z,expectation_value/1/Z,circuit_idx,job_id,expectation_value,initial_state,observable,parameter/0/0/0/amp,parameter/0/0/0/sigma,parameter/0/1/0/amp,parameter/0/1/0/sigma,parameter/0/1/1/amp,parameter/0/1/1/sigma,parameter/0/2/0/amp,parameter/0/2/0/sigma,parameter/0/2/1/amp,parameter/0/2/1/sigma,parameter/0/2/2/amp,parameter/0/2/2/sigma,parameter/0/3/0/amp,parameter/0/3/0/sigma,parameter/0/3/1/amp,parameter/0/3/1/sigma,parameter/0/3/2/amp,parameter/0/3/2/sigma,parameter/0/3/3/amp,parameter/0/3/3/sigma,parameter/0/beta,job_idx,unique_id,counts/00,counts/01,counts/10,counts/11,created,running,finished
456,0.97,-0.9726666667,0.0866666667,-0.0893333333,-0.1253333333,0.126,-0.0786666667,0.0633333333,-0.2893333333,0.3046666667,-0.9213333333,0.934,-0.1246666667,0.1166666667,0.9233333333,-0.9286666667,-0.28,0.3086666667,108,cvkgvh6kmd100082x440,0.97,+,X,0.6354200234,8.3488418204,0.7049135516,5.2811500846,0.4007024561,5.6221652272,0.4877311119,3.3246113889,0.8332378261,3.9351501358,0.9348924895,3.5018279557,0.2208453377,2.1494032069,0.1072958994,1.661009027,0.4420107129,1.3614629156,0.1943119774,1.7255144798,-1.6437250792,27,-1,,,,,2024-09-15T16:39:32.745037Z,2024-09-15T22:03:23.056Z,2024-09-15T22:23:47.506Z
457,0.978,-0.9793333333,0.0393333333,-0.032,-0.062,0.076,-0.0306666667,0.0066666667,-0.644,0.622,-0.756,0.764,-0.0746666667,0.0446666667,0.7466666667,-0.7833333333,-0.6006666667,0.634,126,cvkgvh6kmd100082x440,0.978,+,X,0.8716644693,8.1823696845,0.7411607147,6.8176029432,0.3295062427,6.082499319,0.7337089251,3.4541045647,0.6157010455,4.9283207312,0.5408662314,4.0119307308,0.001206608,1.6141159935,0.3914610447,1.4419296,0.5398176811,1.1479698209,0.4330026494,1.7203399393,-0.2080943681,27,-1,,,,,2024-09-15T16:39:32.745037Z,2024-09-15T22:03:23.056Z,2024-09-15T22:23:47.506Z
458,0.9826666667,-0.9753333333,-0.04,-0.0186666667,-0.0046666667,-0.01,0.0066666667,0.0286666667,0.6353333333,-0.6113333333,-0.726,0.7346666667,-0.0046666667,0.0073333333,0.7413333333,-0.736,0.634,-0.6473333333,144,cvkgvh6kmd100082x440,0.9826666667,+,X,0.2725449258,8.1476909027,0.053463035,5.365787863,0.3536619551,5.8713028648,0.3089408056,3.8448739852,0.5624083342,4.80212076,0.01322039,3.4600368728,0.9223723185,1.1652095078,0.6004166218,2.2077455395,0.0716333618,1.5304202149,0.4914442941,1.9040137151,0.9137719448,27,-1,,,,,2024-09-15T16:39:32.745037Z,2024-09-15T22:03:23.056Z,2024-09-15T22:23:47.506Z
459,0.978,-0.9766666667,0.094,-0.0566666667,-0.0706666667,0.0726666667,-0.068,0.0653333333,0.0233333333,-0.0186666667,-0.9806666667,0.9813333333,-0.0906666667,0.0453333333,0.982,-0.9826666667,0.082,-0.098,162,cvkgvh6kmd100082x440,0.978,+,X,0.4145310721,7.9283309323,0.5703629541,6.022230476,0.439168888,6.2240525842,0.1712983392,4.237101379,0.9290245231,3.4791032547,0.9364639614,3.4578642239,0.6024407031,2.7655142685,0.3375977811,1.5511677966,0.0519747882,1.5092153595,0.0977907169,2.372746521,-1.5258098698,27,-1,,,,,2024-09-15T16:39:32.745037Z,2024-09-15T22:03:23.056Z,2024-09-15T22:23:47.506Z
460,0.9786666667,-0.982,0.072,-0.0886666667,-0.042,0.032,-0.0413333333,0.0626666667,0.1073333333,-0.0893333333,-0.978,0.974,-0.0573333333,0.0686666667,0.9773333333,-0.9726666667,0.0666666667,-0.124,180,cvkgvh6kmd100082x440,0.9786666667,+,X,0.5582534548,7.8903030395,0.089002175,5.604972061,0.9443599358,5.1246741936,0.0037145628,3.9152165632,0.3404689637,3.3291586521,0.4895184142,3.1463350329,0.8296244861,1.1583845564,0.5313450352,1.1173063483,0.9759005569,2.3737557941,0.1191674743,1.7931232508,-1.2189406084,27,-1,,,,,2024-09-15T16:39:32.745037Z,2024-09-15T22:03:23.056Z,2024-09-15T22:23:47.506Z
461,0.9826666667,-0.982,0.0666666667,-0.0226666667,-0.0026666667,0.0166666667,-0.0286666667,0.054,0.4546666667,-0.4346666667,-0.8673333333,0.874,-0.0326666667,0.0346666667,0.8533333333,-0.88,0.44,-0.4486666667,198,cvkgvh6kmd100082x440,0.9826666667,+,X,0.1735843821,7.0421857883,0.443113473,5.4512323582,0.7736365004,6.2444127964,0.2850611525,4.0027649506,0.4656998411,3.5471973787,0.1939735045,3.4174544703,0.7137575311,1.8495683018,0.36264814,2.2671264069,0.3304466244,1.5734634938,0.2847691285,1.5856685313,-1.5765670269,27,-1,,,,,2024-09-15T16:39:32.745037Z,2024-09-15T22:03:23.056Z,2024-09-15T22:23:47.506Z
462,0.9886666667,-0.9793333333,0.0133333333,0.0053333333,0.006,0.0193333333,-0.0133333333,0.0133333333,0.2106666667,-0.164,-0.9713333333,0.9646666667,0.02,-0.026,0.9706666667,-0.9713333333,0.2213333333,-0.1666666667,216,cvkgvh6kmd100082x440,0.9886666667,+,X,0.1725910425,7.4132810595,0.752564322,5.0869255018,0.7663142002,5.2809706501,0.116871614,3.6508499102,0.9682019948,3.2052890793,0.9635836446,3.3817258735,0.3534333874,2.1993651551,0.751336823,2.6199381335,0.8416756802,1.3068440258,0.9875644845,2.6812515898,0.6023540414,27,-1,,,,,2024-09-15T16:39:32.745037Z,2024-09-15T22:03:23.056Z,2024-09-15T22:23:47.506Z
463,0.984,-0.9833333333,0.0213333333,-0.0033333333,0.022,0.018,-0.0273333333,-0.002,-0.1013333333,0.1,-0.9766666667,0.9786666667,-0.0433333333,-0.0033333333,0.9766666667,-0.9746666667,-0.0706666667,0.108,234,cvkgvh6kmd100082x440,0.984,+,X,0.3655706206,7.2267686397,0.7238691855,5.6926500673,0.7796378468,5.5414192198,0.5305976993,3.8589705955,0.5374847284,4.0961976771,0.7395066914,3.6097870397,0.664785661,1.1376388558,0.8067921531,1.1690670875,0.9865346326,2.0814462939,0.8566892095,2.5062231399,0.4551056397,27,-1,,,,,2024-09-15T16:39:32.745037Z,2024-09-15T22:03:23.056Z,2024-09-15T22:23:47.506Z
464,0.9853333333,-0.9813333333,0.0313333333,-0.008,0.0433333333,-0.04,0.0253333333,-0.0173333333,0.2473333333,-0.2513333333,-0.958,0.9506666667,-0.002,0.0013333333,0.956,-0.9606666667,0.208,-0.23,252,cvkgvh6kmd100082x440,0.9853333333,+,X,0.1651058234,8.6515492887,0.8965100614,6.6848695427,0.5774512478,6.3757306894,0.2032956197,3.3063308498,0.0772494656,3.7207428106,0.3042510563,4.916876307,0.5059207617,2.8767775098,0.4574047865,2.7425160467,0.2690970826,1.1726880658,0.5654255488,2.9926467228,1.5184986494,27,-1,,,,,2024-09-15T16:39:32.745037Z,2024-09-15T22:03:23.056Z,2024-09-15T22:23:47.506Z
465,0.9866666667,-0.9793333333,-0.0053333333,-0.0566666667,-0.0213333333,0.0113333333,0.0046666667,-0.0006666667,-0.01,0.0126666667,-0.9853333333,0.9833333333,0.0253333333,0.0126666667,0.984,-0.984,-0.0126666667,0.0073333333,270,cvkgvh6kmd100082x440,0.9866666667,+,X,0.5120245123,8.146399583,0.6327287964,6.9069994143,0.1675946361,5.9406511729,0.1618408962,3.2011371652,0.4095574711,3.7191682317,0.9326706768,3.5956687374,0.9448801028,2.0765919746,0.5060349209,2.3473604431,0.7651043059,1.0386978243,0.749797443,2.1013684717,0.2708845092,27,-1,,,,,2024-09-15T16:39:32.745037Z,2024-09-15T22:03:23.056Z,2024-09-15T22:23:47.506Z
466,0.9826666667,-0.98,0.0106666667,0.0,-0.0246666667,-0.002,0.0006666667,0.0113333333,0.516,-0.4906666667,-0.8406666667,0.8313333333,-0.026,0.0046666667,0.8226666667,-0.8413333333,0.4993333333,-0.506,288,cvkgvh6kmd100082x440,0.9826666667,+,X,0.1630547706,7.8329448079,0.1998082616,6.7684266262,0.6049839408,5.0434818908,0.4010415696,3.8436984621,0.9908310229,4.6094458815,0.2332479442,4.4089780447,0.3358601284,1.2892083294,0.8236262998,1.2170667112,0.9618731981,2.1872586409,0.2031410649,1.2919949144,-0.0192527863,27,-1,,,,,2024-09-15T16:39:32.745037Z,2024-09-15T22:03:23.056Z,2024-09-15T22:23:47.506Z
467,0.9866666667,-0.9846666667,-0.02,-0.0253333333,-0.0153333333,0.0193333333,-0.0153333333,0.042,0.3593333333,-0.3606666667,-0.8946666667,0.892,-0.0206666667,-0.0226666667,0.906,-0.8953333333,0.3706666667,-0.3646666667,6,cvkgvhyvawwg0089n2c0,0.9866666667,+,X,0.2529392234,8.6814455194,0.0879133695,6.226893553,0.6063500126,5.0173114603,0.3678566405,4.5649880414,0.7182111955,4.3677134534,0.683642496,4.991200688,0.6851206612,2.1358952453,0.3597724687,2.6164104959,0.5035514004,1.6124214623,0.3737695567,1.871883341,0.4203384958,28,-1,,,,,2024-09-15T16:39:35.956152Z,2024-09-15T22:07:27.027Z,2024-09-15T22:27:57.478Z
468,0.982,-0.9826666667,-0.024,0.0326666667,0.0266666667,-0.048,0.0346666667,-0.05,-0.018,-0.02,-0.9806666667,0.98,0.06,-0.0073333333,0.9826666667,-0.978,0.0446666667,-0.0033333333,24,cvkgvhyvawwg0089n2c0,0.982,+,X,0.2899791457,8.5486889354,0.6879787942,5.6172570718,0.9045563032,5.0412882078,0.1855959769,4.4123940771,0.429080804,3.7560109019,0.7846632843,3.766545236,0.1095812973,2.7584047842,0.5932328712,2.1324500166,0.4342039315,2.9362279135,0.8528414199,2.751302906,1.8091960827,28,-1,,,,,2024-09-15T16:39:35.956152Z,2024-09-15T22:07:27.027Z,2024-09-15T22:27:57.478Z
469,0.9846666667,-0.9813333333,0.0106666667,0.0053333333,0.0373333333,-0.0253333333,-0.0253333333,0.0266666667,0.392,-0.4093333333,-0.896,0.8766666667,0.0006666667,-0.0246666667,0.8993333333,-0.9026666667,0.4106666667,-0.3986666667,42,cvkgvhyvawwg0089n2c0,0.9846666667,+,X,0.0325392873,8.6115955892,0.6969991963,5.1485170267,0.6460696015,6.2009093456,0.3906627671,4.2861672534,0.9800244111,4.3859333544,0.4517967337,3.4115825173,0.1640243153,1.3788036599,0.2067852358,1.3579654524,0.6369749463,1.7018354585,0.768864851,2.675702737,0.307063454,28,-1,,,,,2024-09-15T16:39:35.956152Z,2024-09-15T22:07:27.027Z,2024-09-15T22:27:57.478Z
470,0.9766666667,-0.9866666667,0.0113333333,-0.0126666667,0.014,0.032,-0.0093333333,-0.0066666667,-0.88,0.886,-0.4473333333,0.4473333333,-0.0046666667,0.0093333333,0.4453333333,-0.4273333333,-0.8813333333,0.8533333333,60,cvkgvhyvawwg0089n2c0,0.9766666667,+,X,0.9251984901,8.3634314156,0.9336164425,6.6289416808,0.9101911176,5.0643318818,0.2210622215,3.0333219905,0.6456932684,3.7472675634,0.691508429,4.9829082709,0.1967619242,1.2742449437,0.7601460392,2.8326506,0.5542597984,1.0478989437,0.1067216805,2.8781014189,0.3266638204,28,-1,,,,,2024-09-15T16:39:35.956152Z,2024-09-15T22:07:27.027Z,2024-09-15T22:27:57.478Z
471,0.9866666667,-0.9873333333,-0.0153333333,-0.0253333333,-0.0053333333,0.0146666667,-0.0106666667,-0.004,0.522,-0.5066666667,-0.8486666667,0.8273333333,0.0013333333,-0.022,0.8333333333,-0.8266666667,0.52,-0.5446666667,78,cvkgvhyvawwg0089n2c0,0.9866666667,+,X,0.1015288604,8.7956538326,0.4979023091,5.2138569425,0.7469884388,6.2006257256,0.3436700148,3.12716286,0.2925240395,3.0876447095,0.2411456572,4.6764231698,0.3703060815,1.447540893,0.76516106,1.7941939853,0.334060794,2.7537260191,0.0305127845,1.8245870843,0.6333550613,28,-1,,,,,2024-09-15T16:39:35.956152Z,2024-09-15T22:07:27.027Z,2024-09-15T22:27:57.478Z
472,0.982,-0.9786666667,0.0253333333,-0.0026666667,-0.0246666667,-0.002,-0.0546666667,0.0506666667,0.358,-0.3293333333,-0.908,0.906,-0.0153333333,0.0826666667,0.9166666667,-0.9186666667,0.3646666667,-0.3673333333,96,cvkgvhyvawwg0089n2c0,0.982,+,X,0.0384570441,7.1947529018,0.915972473,5.5819278338,0.891005871,5.13091222,0.3561596344,3.7106469007,0.2625871452,4.975174113,0.0641171038,3.2515227753,0.7704146872,2.9788352236,0.8769006366,2.7735392992,0.3906951562,1.3602924468,0.6763472799,1.8142551891,-0.9733098194,28,-1,,,,,2024-09-15T16:39:35.956152Z,2024-09-15T22:07:27.027Z,2024-09-15T22:27:57.478Z
473,0.98,-0.982,0.0066666667,0.0153333333,0.0306666667,-0.0013333333,0.05,0.0006666667,-0.248,0.2933333333,-0.9453333333,0.9606666667,0.0126666667,0.0026666667,0.9566666667,-0.958,-0.26,0.2366666667,114,cvkgvhyvawwg0089n2c0,0.98,+,X,0.9204732177,7.0906834768,0.4076887046,6.7439059464,0.2522653252,5.4667415968,0.4840936239,3.7198298317,0.7747191203,3.2938512358,0.0970797696,3.8766361222,0.0107187709,1.2692723957,0.2967465212,1.5359676619,0.8745035818,1.7638676113,0.9697857067,2.5641039967,0.8051027052,28,-1,,,,,2024-09-15T16:39:35.956152Z,2024-09-15T22:07:27.027Z,2024-09-15T22:27:57.478Z
474,0.9806666667,-0.9786666667,0.0246666667,-0.0066666667,0.0053333333,0.0226666667,-0.0273333333,0.0053333333,0.83,-0.8346666667,-0.528,0.5293333333,-0.004,-0.0066666667,0.5426666667,-0.554,0.8333333333,-0.8293333333,132,cvkgvhyvawwg0089n2c0,0.9806666667,+,X,0.0487235248,8.3523850062,0.2194502928,6.7013459214,0.2130122654,5.516011773,0.528355812,3.6178117691,0.7555326793,4.1395195443,0.0132387676,4.1755425366,0.0686308422,2.3936339356,0.6868316798,1.9525457127,0.0641865253,1.7910373584,0.1880758049,1.7563412177,-1.8444514121,28,-1,,,,,2024-09-15T16:39:35.956152Z,2024-09-15T22:07:27.027Z,2024-09-15T22:27:57.478Z
475,0.982,-0.9793333333,0.0153333333,-0.0033333333,-0.0353333333,0.014,-0.0313333333,0.0213333333,-0.5033333333,0.5206666667,-0.8393333333,0.8606666667,-0.052,0.018,0.8606666667,-0.8626666667,-0.514,0.506,150,cvkgvhyvawwg0089n2c0,0.982,+,X,0.6505204907,8.625675655,0.7029126651,6.4424176073,0.4673238277,5.4742186824,0.8661758292,4.7018617822,0.7449810698,4.3038732742,0.5676250711,3.5999531657,0.1964903734,2.5433287017,0.3314387116,1.0894521018,0.6329575244,2.7394587033,0.6708757414,1.5607920954,0.0230422678,28,-1,,,,,2024-09-15T16:39:35.956152Z,2024-09-15T22:07:27.027Z,2024-09-15T22:27:57.478Z
476,0.9773333333,-0.976,-0.004,0.0453333333,0.0266666667,-0.0506666667,0.0413333333,-0.042,-0.612,0.5766666667,-0.786,0.7866666667,0.0133333333,-0.0426666667,0.7833333333,-0.7646666667,-0.5786666667,0.6153333333,168,cvkgvhyvawwg0089n2c0,0.9773333333,+,X,0.885272288,7.7042412118,0.7234740095,6.8681900659,0.4763547029,5.9824341115,0.4515707172,3.29027809,0.6728613971,4.3971105324,0.0754986648,3.9830842035,0.5810710699,1.9041604644,0.0208089037,1.4334334643,0.9066213551,2.1440820451,0.9931739398,2.396221997,1.1526123634,28,-1,,,,,2024-09-15T16:39:35.956152Z,2024-09-15T22:07:27.027Z,2024-09-15T22:27:57.478Z
477,0.9653333333,-0.9626666667,0.1086666667,-0.068,-0.1706666667,0.1773333333,-0.0746666667,0.1013333333,-0.5753333333,0.5933333333,-0.7746666667,0.772,-0.164,0.188,0.7586666667,-0.7566666667,-0.6073333333,0.5773333333,186,cvkgvhyvawwg0089n2c0,0.9653333333,+,X,0.7981221326,8.5944322302,0.1873277822,5.2948626611,0.9951509451,6.1695279896,0.9531279705,3.0501491467,0.8480761498,4.1772201245,0.2321926089,3.2927833122,0.5551395201,2.0175284447,0.6291175459,1.0414718488,0.3809357108,1.7389543274,0.5669297518,1.2669981414,-1.5202082688,28,-1,,,,,2024-09-15T16:39:35.956152Z,2024-09-15T22:07:27.027Z,2024-09-15T22:27:57.478Z
478,0.986,-0.9806666667,0.0393333333,-0.04,-0.0473333333,0.0326666667,-0.0306666667,0.0333333333,-0.016,0.0313333333,-0.984,0.982,-0.0013333333,0.056,0.982,-0.984,-0.0093333333,0.014,204,cvkgvhyvawwg0089n2c0,0.986,+,X,0.6771241774,7.1646757332,0.279783881,5.6102514951,0.4280416282,6.0405486204,0.894248012,3.7372125041,0.2335694982,3.7451437223,0.2877615421,4.0049477858,0.9758063211,1.8857052797,0.2646264948,1.1137781071,0.6571342942,2.627047375,0.3932740232,1.8690127786,-0.5028375848,28,-1,,,,,2024-09-15T16:39:35.956152Z,2024-09-15T22:07:27.027Z,2024-09-15T22:27:57.478Z
479,0.9866666667,-0.978,0.0326666667,-0.042,-0.0153333333,-0.0066666667,-0.02,0.0126666667,0.28,-0.262,-0.9426666667,0.9286666667,-0.0613333333,0.024,0.938,-0.9473333333,0.3073333333,-0.2953333333,222,cvkgvhyvawwg0089n2c0,0.9866666667,+,X,0.2653417702,8.7462028562,0.8481061049,6.9862349175,0.0100496134,6.1868987751,0.8457482725,4.5711319803,0.2655246098,3.5912214535,0.3039040516,4.2230257295,0.3019602693,2.3189634375,0.8613703518,1.6085921018,0.1707019911,2.1422659639,0.7332524078,1.7564811986,-0.0429414258,28,-1,,,,,2024-09-15T16:39:35.956152Z,2024-09-15T22:07:27.027Z,2024-09-15T22:27:57.478Z
480,0.9606666667,-0.974,0.09,-0.068,-0.1433333333,0.108,-0.072,0.0713333333,-0.378,0.3746666667,-0.894,0.9046666667,-0.1346666667,0.1013333333,0.904,-0.9,-0.3853333333,0.38,240,cvkgvhyvawwg0089n2c0,0.9606666667,+,X,0.8150701495,8.0490904006,0.7612805103,6.8632701625,0.0536440592,6.3834158847,0.8981731324,3.3476189887,0.3696835778,4.1838147797,0.2751055466,3.2907421189,0.8275757941,1.742824975,0.2448169438,2.6663370258,0.2037016616,1.2332451597,0.4638477084,2.7983331437,-1.335405897,28,-1,,,,,2024-09-15T16:39:35.956152Z,2024-09-15T22:07:27.027Z,2024-09-15T22:27:57.478Z
481,0.982,-0.9806666667,-0.0293333333,-0.0013333333,0.02,-0.0433333333,0.012,-0.052,0.4446666667,-0.4033333333,-0.8713333333,0.8706666667,-0.0093333333,-0.0186666667,0.8686666667,-0.8646666667,0.4346666667,-0.4306666667,258,cvkgvhyvawwg0089n2c0,0.982,+,X,0.0354995232,7.5496655159,0.793231177,5.37351892,0.7644383111,5.7818866706,0.169279432,4.1641821171,0.3034215045,3.5963159972,0.6981912089,3.1684271694,0.5266370616,1.4741307415,0.7705226123,2.9254369827,0.2523468739,2.2728398292,0.6822302277,1.1436137144,1.5219971776,28,-1,,,,,2024-09-15T16:39:35.956152Z,2024-09-15T22:07:27.027Z,2024-09-15T22:27:57.478Z
482,0.988,-0.9806666667,0.0333333333,-0.0293333333,0.0026666667,-0.0026666667,0.0126666667,-0.0026666667,0.5453333333,-0.506,-0.8393333333,0.8073333333,-0.0393333333,0.036,0.8406666667,-0.8286666667,0.5206666667,-0.5313333333,276,cvkgvhyvawwg0089n2c0,0.988,+,X,0.2050876382,8.4939537223,0.8305818934,6.6309013142,0.0500429385,6.2714111996,0.0920792271,3.348936248,0.5156402401,3.1756439596,0.1654595668,4.8702379366,0.3220520995,1.9269950727,0.1930730047,1.0519523252,0.8270245041,1.1968538963,0.3831806017,1.3414596935,0.2026509436,28,-1,,,,,2024-09-15T16:39:35.956152Z,2024-09-15T22:07:27.027Z,2024-09-15T22:27:57.478Z
483,0.9853333333,-0.9666666667,0.0266666667,-0.1046666667,-0.082,0.0913333333,-0.052,0.0386666667,-0.5773333333,0.5593333333,-0.8046666667,0.8093333333,-0.1066666667,0.132,0.7893333333,-0.782,-0.5426666667,0.5546666667,294,cvkgvhyvawwg0089n2c0,0.9853333333,+,X,0.778873289,7.1182580442,0.9937775483,6.4699382479,0.7649703615,6.7933720115,0.0995581602,3.4945489949,0.482169687,3.6851666772,0.0417904349,4.1568064105,0.5526404511,1.8035222153,0.1725473371,2.6872786727,0.1003603414,1.1737257263,0.9099175127,2.0262845778,-0.9697661321,28,-1,,,,,2024-09-15T16:39:35.956152Z,2024-09-15T22:07:27.027Z,2024-09-15T22:27:57.478Z
484,0.98,-0.9646666667,0.064,-0.0846666667,-0.1333333333,0.1386666667,-0.0813333333,0.0686666667,-0.5833333333,0.5626666667,-0.8233333333,0.7906666667,-0.13,0.1346666667,0.7893333333,-0.81,-0.5526666667,0.5426666667,12,cvkgvjpvawwg0089n2cg,0.98,+,X,0.7260222903,8.4516579163,0.7301233588,5.4923952871,0.859451461,5.3631295384,0.7788505219,3.0196436352,0.5298960297,4.4560177344,0.0845539516,3.9902154293,0.1749060161,1.8233848384,0.3476614041,2.2991974756,0.0917146443,2.0747534331,0.9638327901,2.9920193855,-1.3364072662,29,-1,,,,,2024-09-15T16:39:38.984004Z,2024-09-15T22:11:34.471Z,2024-09-15T22:32:07.968Z
485,0.9826666667,-0.9793333333,0.046,-0.1006666667,-0.054,0.064,-0.0333333333,0.0726666667,-0.1706666667,0.1866666667,-0.958,0.9613333333,-0.064,0.056,0.962,-0.958,-0.1506666667,0.1666666667,30,cvkgvjpvawwg0089n2cg,0.9826666667,+,X,0.6244379329,7.2412531736,0.5773532693,5.9306892895,0.4867808057,6.3759520134,0.1961368141,3.5479096405,0.5596034323,4.0423419661,0.8729518632,4.2923696336,0.6569444717,1.710737912,0.3913384162,2.1953758437,0.756539778,1.5443548634,0.3953076441,1.9752905695,-1.1043969271,29,-1,,,,,2024-09-15T16:39:38.984004Z,2024-09-15T22:11:34.471Z,2024-09-15T22:32:07.968Z
486,0.986,-0.9806666667,0.024,-0.0493333333,0.0146666667,0.0006666667,-0.042,0.03,0.0446666667,-0.056,-0.9733333333,0.9766666667,-0.0093333333,0.0113333333,0.98,-0.9773333333,0.084,-0.094,48,cvkgvjpvawwg0089n2cg,0.986,+,X,0.6673536239,7.6681438221,0.1946747914,5.9803786469,0.0833999785,6.7723626959,0.3799092866,4.0009146345,0.4117200232,4.6779343102,0.882447784,3.0964043762,0.8593818333,2.2819954245,0.8373319727,1.2669244745,0.831941308,1.6712606993,0.9450061079,2.3753532855,-0.0921829344,29,-1,,,,,2024-09-15T16:39:38.984004Z,2024-09-15T22:11:34.471Z,2024-09-15T22:32:07.968Z
487,0.9753333333,-0.98,0.0353333333,-0.0506666667,0.032,0.0193333333,-0.0206666667,-0.0093333333,0.6326666667,-0.6113333333,-0.7573333333,0.76,-0.0186666667,0.0226666667,0.7573333333,-0.752,0.608,-0.6426666667,66,cvkgvjpvawwg0089n2cg,0.9753333333,+,X,0.190232604,7.8349302473,0.1501919116,6.0313994767,0.6445038832,5.0392828867,0.592865939,3.612897126,0.6340978363,3.2458832832,0.090882028,3.8810344742,0.2321609075,1.4479942475,0.6071787545,1.1087824594,0.1944485992,2.4786954236,0.1407725139,1.7708564267,-0.6533173723,29,-1,,,,,2024-09-15T16:39:38.984004Z,2024-09-15T22:11:34.471Z,2024-09-15T22:32:07.968Z
488,0.9793333333,-0.9846666667,-0.0446666667,0.0146666667,0.0173333333,-0.0253333333,0.016,0.0213333333,-0.11,0.136,-0.978,0.9766666667,0.0106666667,0.0066666667,0.9733333333,-0.9793333333,-0.0993333333,0.0986666667,84,cvkgvjpvawwg0089n2cg,0.9793333333,+,X,0.6054407294,8.9812406096,0.4522229895,5.0568681034,0.371427436,5.5504275158,0.5747731199,3.9262641368,0.212931855,4.8739772857,0.4873647492,3.2933135084,0.9720326967,1.8475992531,0.0570674326,2.6677654283,0.6700908636,2.5910128467,0.3537969923,2.0339750459,1.2464185669,29,-1,,,,,2024-09-15T16:39:38.984004Z,2024-09-15T22:11:34.471Z,2024-09-15T22:32:07.968Z
489,0.9893333333,-0.9733333333,0.0473333333,-0.058,-0.0546666667,0.0433333333,-0.0593333333,0.072,0.0166666667,-0.0326666667,-0.9806666667,0.9733333333,-0.0786666667,0.048,0.9833333333,-0.9853333333,0.0506666667,-0.026,102,cvkgvjpvawwg0089n2cg,0.9893333333,+,X,0.4877831079,8.2949882499,0.4393445732,6.7401126909,0.436536909,6.3460692788,0.5361239077,3.777697931,0.3283454399,4.2828521217,0.7569353969,3.2936920764,0.0144375482,2.355927087,0.0560008659,1.6916360066,0.4587859443,2.2422559813,0.3170070597,1.2007439807,-1.6385873002,29,-1,,,,,2024-09-15T16:39:38.984004Z,2024-09-15T22:11:34.471Z,2024-09-15T22:32:07.968Z
490,0.9653333333,-0.9706666667,0.114,-0.13,-0.14,0.168,-0.1026666667,0.1106666667,-0.3506666667,0.3913333333,-0.8953333333,0.9053333333,-0.1613333333,0.1533333333,0.908,-0.9033333333,-0.3673333333,0.318,120,cvkgvjpvawwg0089n2cg,0.9653333333,+,X,0.8928059414,7.4788151033,0.1726470634,5.3522942746,0.7053442245,6.972354146,0.0130753109,4.2250925986,0.4155811461,4.3350647679,0.5542245246,3.5601004876,0.2954263991,2.2510154749,0.0643376611,2.988461472,0.6674376821,2.1827772098,0.7707438923,1.5474499019,-1.8777310892,29,-1,,,,,2024-09-15T16:39:38.984004Z,2024-09-15T22:11:34.471Z,2024-09-15T22:32:07.968Z
491,0.986,-0.9753333333,-0.016,-0.0206666667,0.0206666667,-0.0046666667,0.0033333333,-0.0273333333,0.082,-0.0906666667,-0.9773333333,0.972,0.0106666667,0.004,0.984,-0.9786666667,0.0806666667,-0.0893333333,138,cvkgvjpvawwg0089n2cg,0.986,+,X,0.6728531959,7.5228843907,0.183345745,5.2406315737,0.4950658797,6.7745132846,0.1790720811,3.9266276048,0.1535734743,4.4134359299,0.1262234526,3.7551868416,0.5762605873,1.5332337608,0.218680841,1.9914643968,0.810392801,2.7796082899,0.4016421633,2.3351867348,0.630329311,29,-1,,,,,2024-09-15T16:39:38.984004Z,2024-09-15T22:11:34.471Z,2024-09-15T22:32:07.968Z
492,0.9806666667,-0.976,0.0293333333,-0.0393333333,0.0193333333,-0.0213333333,-0.0026666667,0.026,0.4433333333,-0.452,-0.854,0.8786666667,-0.02,0.042,0.88,-0.8606666667,0.456,-0.4553333333,156,cvkgvjpvawwg0089n2cg,0.9806666667,+,X,0.1225068278,7.0759124468,0.7049251501,6.3996898301,0.4103644006,5.0433892129,0.3739833408,3.1105654248,0.4533344547,3.4399018684,0.724913855,3.6730597601,0.7338474702,1.7652774375,0.9606963137,1.4951385977,0.7307080187,1.6195194802,0.7308226249,1.7286269246,-0.9194360976,29,-1,,,,,2024-09-15T16:39:38.984004Z,2024-09-15T22:11:34.471Z,2024-09-15T22:32:07.968Z
